Air Temprature,Atmospresure station,Atmospresure sea,Relative humidity,mean wind speed,Min Temprature,Maximum Temprature ,Horizontol Visibility ,Dew Pount Temprature,Class
13.9,750.5,762.9,69,0,13.9,31.7,16,8.3,NoRain
22.2,750.7,763.1,37,6,12.2,31.1,16,6.7,NoRain
30.6,750.7,763.1,20,3,12.2,31.7,16,5,NoRain
23.9,752.5,765.1,40,2,12.2,23.9,16,9.4,NoRain
13.9,751.8,764.5,62,3,12.2,26.7,16,6.7,NoRain
17.2,752.2,764.9,54,2,8.9,26.1,16,7.8,NoRain
26.1,752.8,765.2,31,5,8.9,26.7,16,7.8,NoRain
18.3,755.5,768.1,51,4,8.9,18.3,16,7.8,NoRain
9.4,756.5,769.2,80,5,8.9,19.4,16,6.1,NoRain
12.2,757.3,770.1,57,3,7.2,19.4,16,3.9,NoRain
18.3,757.3,770.2,20,3,7.2,18.9,16,-5,NoRain
13.3,758.5,771.3,60,2,6.7,13.3,16,5.6,NoRain
7.2,758.5,771.4,80,4,7.2,15,16,3.9,NoRain
11.7,758.8,771.5,59,0,8.3,14.4,16,3.9,NoRain
13.9,758.3,771.2,47,4,8.3,15,16,2.8,NoRain
11.7,757.6,770.5,64,5,8.3,11.7,16,5,NoRain
14.4,745.8,758.4,48,5,6.7,15,16,3.3,NoRain
10,743.5,756.1,80,4,6.7,11.1,16,6.7,NoRain
11.1,742,754.4,59,0,6.7,14.4,16,3.3,NoRain
11.1,751.5,764.4,66,4,6.7,11.1,16,5,NoRain
8.9,752.2,765.1,74,4,8.3,14.4,16,4.4,NoRain
11.1,751,763.8,66,2,9.4,14.4,16,5,NoRain
13.9,752,764.8,47,3,9.4,13.9,16,2.8,NoRain
11.7,753.3,766,66,4,8.9,11.7,16,5.6,NoRain
9.4,752,764.8,74,3,9.4,14.4,16,5,NoRain
10.6,750.5,763.2,71,4,7.8,14.4,16,5.6,NoRain
13.9,748.8,761.4,55,4,7.8,14.4,16,5,NoRain
10.6,749,761.8,69,4,8.9,10.6,16,5,NoRain
8.9,747.5,760.2,80,3,7.8,17.8,16,5.6,NoRain
10,745.8,758.4,80,3,8.3,17.8,16,6.7,NoRain
17.2,745.3,757.9,54,2,8.3,17.8,16,7.8,NoRain
11.1,747,759.7,83,3,8.3,13.3,16,8.3,NoRain
8.3,746.5,758.9,90,0,8.3,24.4,16,6.7,NoRain
13.3,746,758.5,65,6,11.1,23.3,16,6.7,NoRain
23.3,745.8,758.2,37,7,11.1,24.4,16,7.8,NoRain
18.9,747.5,760.2,61,0,10,18.9,16,11.1,NoRain
11.7,747,759.6,80,0,11.1,25.6,16,8.3,NoRain
15,747.7,760.3,67,3,10,25.6,16,8.9,NoRain
25,747,759.6,35,4,10,25,16,8.3,NoRain
17.2,750.3,762.7,58,4,10,17.2,16,8.9,NoRain
10,752,764.7,86,6,10,20.6,16,7.8,NoRain
12.8,755.3,767.9,67,6,7.2,20.6,16,6.7,NoRain
20.6,756.8,769.6,38,5,7.2,20.6,16,5.6,NoRain
13.9,761,774,58,3,6.7,13.9,16,5.6,NoRain
7.2,761,774,80,4,7.2,13.3,16,3.9,NoRain
9.4,762.1,774.9,74,2,6.7,12.2,16,5,NoRain
12.2,762.5,775.6,67,4,6.7,13.3,16,6.1,NoRain
10,764.1,777.1,77,6,7.2,10.6,16,6.1,NoRain
7.2,762.1,775,83,4,6.7,14.4,16,4.4,NoRain
8.3,760.3,773.2,80,4,8.3,13.3,16,5,NoRain
13.3,757.6,770.3,55,8,9.4,14.4,16,4.4,NoRain
11.1,754.6,767.3,69,9,8.9,11.1,16,5.6,NoRain
20,748.3,760.9,44,3,7.8,20,16,7.2,NoRain
14.4,751,763.9,62,0,7.2,14.4,16,7.2,NoRain
8.3,752.2,765.1,90,0,7.8,16.7,16,6.7,NoRain
8.9,753,765.9,89,2,8.3,16.7,16,7.2,NoRain
16.7,752.5,765.4,46,2,8.3,16.7,16,5,NoRain
10.6,754.6,767.2,77,3,7.8,12.2,16,6.7,NoRain
8.3,753.8,766.4,93,3,8.3,21.7,16,7.2,NoRain
12.2,753,765.7,77,2,9.4,21.7,16,8.3,NoRain
20,753.5,766.1,47,2,9.4,20.6,16,8.3,NoRain
14.4,755,767.6,62,4,8.9,15,16,7.2,NoRain
9.4,753.8,766.5,86,2,9.4,21.7,16,7.2,NoRain
14.4,753,765.6,58,0,8.3,21.7,16,6.1,NoRain
21.1,752,764.5,39,2,8.3,21.7,16,6.7,NoRain
15,753.3,765.8,56,0,8.3,15,16,6.1,NoRain
8.9,752,764.7,77,3,8.9,20,16,5,NoRain
13.9,751.3,763.9,55,2,7.2,20,16,5,NoRain
20,751,763.7,35,4,7.2,20,16,3.9,NoRain
13.3,752.5,765.2,57,2,5.6,13.3,16,5,NoRain
7.2,751.5,764.2,77,3,7.2,17.2,16,3.3,NoRain
11.7,751.8,764.4,52,3,4.4,16.7,16,2.2,NoRain
16.1,751.8,764.5,44,6,4.4,17.2,16,3.9,NoRain
10,754.3,767.2,66,6,5,10,16,3.9,NoRain
5,754.3,767.2,86,2,4.4,12.8,16,2.8,NoRain
8.3,755,767.9,71,4,3.3,12.8,16,3.3,NoRain
12.8,754.6,767.4,55,5,3.3,12.8,16,3.9,NoRain
4.4,753.8,766.6,93,2,3.3,12.8,16,3.3,NoRain
10,749.8,762.4,68,9,7.2,10,16,4.4,NoRain
13.9,748,760.8,41,2,5.6,14.4,16,0.6,NoRain
11.1,751.3,764,55,0,6.1,11.1,16,2.2,NoRain
6.1,752.8,765.7,74,3,5.6,13.3,16,1.7,NoRain
7.8,754.3,767,68,4,6.7,13.3,16,2.2,NoRain
12.8,755,767.9,45,4,6.7,13.3,16,1.1,NoRain
8.3,755.8,768.6,77,2,6.1,8.3,16,4.4,NoRain
6.7,754.3,767.2,83,5,6.7,11.1,16,3.9,NoRain
7.2,755,767.8,80,5,6.7,10,16,3.9,NoRain
10,754.3,767.2,61,11,6.7,11.1,16,2.8,NoRain
8.9,754.3,767.2,74,6,6.1,9.4,16,4.4,NoRain
8.3,755.8,768.7,83,7,8.3,12.8,16,5.6,NoRain
8.9,755,768,80,6,6.7,12.2,16,5.6,NoRain
8.9,751.3,763.9,80,5,6.7,9.4,16,5.6,NoRain
13.3,748,760.6,53,2,10.6,15,16,3.9,NoRain
10.6,750.7,763.3,33,2,10.6,17.2,16,-5,NoRain
12.2,750.5,763.2,30,8,7.8,17.2,16,-5,NoRain
16.7,750.3,763,21,9,7.8,17.2,16,-5.6,NoRain
13.3,751.3,764.1,22,7,7.8,13.3,16,-7.8,NoRain
10,751.8,764.6,28,5,7.8,13.9,16,-7.8,NoRain
9.4,754.3,767.1,29,5,3.3,13.3,16,-7.8,NoRain
12.8,755.3,768.1,37,8,3.3,13.9,16,-1.7,NoRain
7.8,757.8,770.7,56,8,1.1,7.8,16,-0.6,NoRain
3.3,758,770.9,86,3,3.3,11.7,16,1.1,NoRain
5,758.3,771.4,76,3,3.9,10.6,16,1.1,NoRain
10.6,758,771,46,4,3.9,11.7,16,-0.6,NoRain
8.3,758.5,771.6,66,5,4.4,8.9,16,2.2,NoRain
5,757.3,770.2,93,0,3.9,10,16,3.9,NoRain
6.1,756.3,769.3,82,3,3.3,9.4,16,3.3,NoRain
9.4,755.8,768.7,64,6,3.3,10,16,2.8,NoRain
6.1,755.8,768.7,82,5,3.9,7.2,16,3.3,NoRain
4.4,754,766.9,83,6,3.3,8.3,16,1.7,NoRain
11.1,740.5,753.1,66,0,2.2,11.1,16,5,NoRain
3.3,744.7,757.5,86,2,3.3,12.8,16,1.1,NoRain
10,746.8,759.5,59,3,3.9,11.7,16,2.2,NoRain
6.1,750.3,763.2,82,5,5.6,10,16,3.3,NoRain
9.4,747.7,760.5,74,6,5.6,10.6,16,5,NoRain
16.1,734.5,746.8,58,5,8.3,17.8,16,7.8,NoRain
9.4,746,758.7,66,2,6.1,10,16,3.3,NoRain
6.7,747,759.7,79,0,5.6,14.4,16,3.3,NoRain
9.4,749.5,762.4,71,4,8.9,14.4,16,4.4,NoRain
11.7,746,758.6,59,3,6.7,12.2,16,3.9,NoRain
10.6,754,766.7,59,2,5.6,11.7,16,2.8,NoRain
8.3,746.5,759.3,80,2,8.3,13.3,16,5,NoRain
8.9,751.8,764.5,93,4,8.3,12.8,16,7.8,NoRain
9.4,752.5,765.4,93,3,8.3,9.4,16,8.3,NoRain
12.8,749.8,762.4,62,2,8.6,12.8,16,5.6,NoRain
8.3,751,763.7,69,0,7.2,16.7,16,2.8,NoRain
10,752.2,762,66,0,8.6,15.2,16,3.9,NoRain
16.1,753,762,48,0,8.6,15.2,16,5,NoRain
8.7,755.5,762,78,0,8.6,15.2,16,5.1,NoRain
6.1,755.8,768.5,76,0,5.6,13.9,16,2.2,NoRain
13.3,755,767.8,47,2,8.3,13.3,16,2.2,NoRain
10.6,755,767.9,64,0,6.1,10.6,16,3.9,NoRain
8.9,753.3,766,48,0,8.3,14.4,16,-1.7,NoRain
10.6,752.5,765.3,43,6,2.2,13.9,16,-1.7,NoRain
13.9,751.8,764.5,36,6,2.2,14.4,16,-1.1,NoRain
8.3,755.5,768.5,61,5,1.1,8.3,16,1.1,NoRain
2.2,757.6,770.5,93,3,2.2,10.6,16,1.1,NoRain
5,759.8,772.8,86,3,5,10,16,2.8,NoRain
10,760.3,773.2,63,3,5.6,10.6,16,3.3,NoRain
6.7,758.3,771.2,83,6,2.2,10,16,3.9,NoRain
5.6,752.8,765.7,82,0,1.7,5.6,16,2.8,NoRain
2.2,754,766.9,82,0,2.2,10.6,16,-0.6,NoRain
5.6,756.3,769.3,73,3,3.9,10.6,16,1.1,NoRain
10,758.8,771.7,57,2,3.9,10.6,16,1.7,NoRain
6.7,759.3,772.2,76,4,3.3,6.7,16,2.8,NoRain
12.2,734.7,747.1,69,2,8.9,12.8,16,6.7,NoRain
10,744,756.6,86,4,9.4,12.2,16,7.8,NoRain
12.2,748,760.7,75,2,9.4,12.2,16,7.8,NoRain
10,750.7,763.6,93,4,9.4,10,16,8.9,NoRain
8.3,756.8,769.6,77,6,7.2,8.9,16,4.4,NoRain
8.9,754.6,767.5,83,4,8.9,13.3,16,6.1,NoRain
8.3,755.3,768,93,3,7.2,13.3,16,7.2,NoRain
10,752,764.6,61,5,7.8,17.2,16,2.8,NoRain
13.3,752.5,765.4,51,3,5.6,15,16,3.3,NoRain
14.4,753,766,58,3,5.6,17.2,16,6.1,NoRain
6.1,755,767.9,100,2,3.3,8.9,0.4,6.1,NoRain
5.6,755,767.8,96,0,5.6,15,16,5,NoRain
8.3,757,769.8,83,5,4.4,15,16,5.6,NoRain
14.4,758.5,771.5,60,4,4.4,15,16,6.7,NoRain
8.3,761.3,774.3,77,3,3.9,8.3,16,4.4,NoRain
4.4,761.3,774.4,89,3,4.4,11.1,16,2.8,NoRain
5.6,762.3,775.4,82,2,2.2,10.6,16,2.8,NoRain
10,763.3,776.2,57,4,2.2,11.1,16,1.7,NoRain
6.1,763.6,776.5,71,0,1.1,6.7,16,1.1,NoRain
3.9,762.8,775.9,82,3,2.2,8.9,16,1.1,NoRain
5.6,762.1,775.1,82,2,4.4,8.9,16,2.8,NoRain
8.9,761,774.1,71,3,5.6,8.9,16,3.9,NoRain
7.2,761.3,774.4,80,6,6.1,8.3,16,3.9,NoRain
6.1,758.3,771.1,86,5,5.6,11.1,16,3.9,NoRain
10,749.5,762.3,71,4,6.1,10,16,5,NoRain
8.3,754.3,767.2,80,0,8.6,8.9,16,5,NoRain
7.2,756.8,769.8,77,3,6.1,9.4,16,3.3,NoRain
6.1,754.8,767.7,71,2,2.2,7.8,16,1.1,NoRain
7.8,754.8,767.6,61,2,2.2,10,16,0.6,NoRain
5.6,754.6,767.4,73,2,1.7,5.6,16,1.1,NoRain
3.3,753.8,766.9,89,2,2.2,7.2,16,1.7,NoRain
6.7,754.3,767.2,73,0,3.3,7.2,16,2.2,NoRain
7.2,750.5,763.4,68,3,3.3,7.2,16,1.7,NoRain
5,750.7,763.6,76,5,3.3,5,16,1.1,NoRain
3.3,750.3,763,83,5,2.8,7.8,16,0.6,NoRain
7.8,748.8,761.6,68,5,3.3,7.8,16,2.2,NoRain
5,748,760.9,82,6,3.3,5.6,16,2.2,NoRain
7.8,745,757.8,73,4,7.2,13.3,16,3.3,NoRain
8.3,751.5,764.4,83,5,8.3,13.3,16,5.6,NoRain
11.1,749.5,762.2,69,6,10,12.2,16,5.6,NoRain
9.4,755,767.8,64,3,7.8,12.8,16,2.8,NoRain
8.9,755.5,768.6,68,5,3.3,11.7,16,3.3,NoRain
11.7,755.3,768.2,61,2,3.3,12.8,16,4.4,NoRain
6.7,755.8,768.8,68,2,3.3,6.7,16,1.1,NoRain
4.4,755,768,79,3,3.3,10,16,1.1,NoRain
6.1,753.8,766.6,76,4,6.1,9.4,16,2.2,NoRain
9.4,752.8,765.6,64,2,6.1,10,16,2.8,NoRain
6.7,752.5,765.4,85,3,8.6,7.8,16,4.4,NoRain
7.2,742.3,754.8,80,5,6.7,12.8,16,3.9,NoRain
10,752.5,765.3,66,0,4.4,10,16,3.9,NoRain
6.7,743.8,756.4,79,2,5.6,8.9,16,3.3,NoRain
10.6,747,759.7,61,5,6.1,11.1,16,3.3,NoRain
8.3,744.7,757.3,66,5,6.7,11.1,16,2.2,NoRain
1.7,747.5,760.3,93,0,0.6,8.9,16,0.6,NoRain
3.3,744.7,757.7,83,3,2.8,7.2,16,0.6,NoRain
7.2,744.7,757.6,71,4,3.3,8.9,16,2.2,NoRain
5,749.8,762.6,82,2,2.2,6.1,16,2.2,NoRain
3.3,750.7,763.7,89,3,3.3,12.2,16,1.7,NoRain
2.2,752.8,765.7,62,2,2.2,11.1,16,-4.4,NoRain
5,753,766,51,5,4.4,10,16,-4.4,NoRain
10,754,767,46,2,4.4,11.1,16,-1.1,NoRain
5.6,756.1,769,62,3,1.1,6.7,16,-1.1,NoRain
4.4,756.3,769.3,65,4,4.4,9.4,16,-1.7,NoRain
6.7,754.8,767.8,60,3,0,7.8,16,-0.6,NoRain
5.6,753.3,766.2,79,2,0,9.4,16,2.2,NoRain
1.1,752.2,765.1,92,3,-1.1,5.6,12,0,NoRain
0,750,762.9,96,2,0,8.9,0.4,-0.6,NoRain
5.6,749.8,762.7,71,4,2.8,7.8,16,0.6,NoRain
7.8,750.3,763.2,77,0,3.9,8.9,16,3.9,NoRain
4.4,751.5,764.5,93,2,2.2,5.6,1.6,3.3,NoRain
4.4,751,763.8,89,0,3.9,6.7,16,2.8,NoRain
5.6,750,762.7,85,3,8.6,6.1,16,3.3,NoRain
6.1,749.2,762.1,82,2,1.1,6.7,12,3.3,NoRain
5,747.7,760.6,89,2,1.7,5.6,11,3.3,NoRain
2.2,745.3,757.9,93,0,1.1,11.7,11,1.1,NoRain
5,742.3,755.1,89,4,3.3,10,16,3.3,NoRain
9.4,740,752.8,71,3,5,11.7,16,4.4,NoRain
5.6,740.8,753.4,85,3,3.9,7.8,16,3.3,NoRain
5,740.2,752.8,79,2,5,7.8,16,1.7,NoRain
2.2,746.2,759.2,79,2,1.7,3.3,16,-1.1,NoRain
2.8,749.2,762.2,44,4,8.6,3.3,16,-8.3,NoRain
2.2,750.7,763.6,40,8,1.7,5.6,16,-10,NoRain
2.8,752.8,765.8,36,6,-1.6,5.6,16,-11.1,NoRain
5,753,765.9,65,2,-1.7,5.6,16,-1.1,NoRain
-1.7,755.3,768.4,100,0,-3.9,1.7,1.2,-1.7,NoRain
0,755,768,61,2,-1.7,7.8,16,-6.7,NoRain
0.6,756.3,769.3,58,3,-1.6,5.6,16,-6.7,NoRain
5.6,757.6,770.5,47,2,-1.6,7.8,16,-5,NoRain
3.3,759.8,772.9,52,0,-2.2,4.4,16,-5.6,NoRain
0,761,774.1,59,0,-1.7,5.6,16,-7.2,NoRain
2.2,762.5,775.8,46,4,-2.1,5,16,-8.3,NoRain
5,762.8,775.9,39,5,-2.1,5.6,16,-7.8,NoRain
2.2,763.3,776.6,48,5,-2.2,2.2,16,-7.8,NoRain
-1.7,762.1,775.3,75,4,-2.2,5.6,16,-5.6,NoRain
0.6,761.3,774.5,72,3,-1.1,3.9,16,-3.9,NoRain
3.9,760.6,773.7,55,4,-1,5.6,16,-4.4,NoRain
1.7,760.3,773.4,72,3,-1.1,2.2,16,-2.8,NoRain
-1.1,757.3,770.5,82,4,-1.1,7.2,16,-3.9,NoRain
2.2,754.8,767.9,86,4,1.7,5.6,16,0,NoRain
5.6,753.3,766.2,71,4,2.2,7.2,16,0.6,NoRain
3.9,753.5,766.5,82,2,2.2,3.9,16,1.1,NoRain
2.8,753,766,89,2,2.2,5,11,1.1,NoRain
3.3,757.8,770.8,60,6,1.1,3.9,16,-3.9,NoRain
3.9,760.6,773.6,67,3,1.1,4.4,16,-1.7,NoRain
1.7,763.6,776.8,76,3,0,3.3,16,-2.2,NoRain
1.7,763,776.3,89,3,1.1,5,16,0,NoRain
3.3,758.3,771.4,89,0,2.8,15.2,4.8,1.7,NoRain
5,743.8,756.7,79,3,2.2,5.6,16,1.7,NoRain
4.4,741.2,754,79,6,2.8,4.4,16,1.1,NoRain
4.4,739,751.8,83,9,3.3,5,16,1.7,NoRain
4.4,737.8,750.3,86,8,2.8,7.8,16,2.2,NoRain
6.7,736.5,749.1,68,4,3.9,7.8,16,1.1,NoRain
4.4,739.7,752.5,83,4,2.8,5.6,16,1.7,NoRain
5,738,750.7,86,5,2.8,5.6,16,2.8,NoRain
5.6,744.5,757.3,79,7,4.4,15.2,16,2.2,NoRain
7.2,745.3,758.2,66,5,3.9,7.8,16,1.1,NoRain
6.1,747.5,760.4,51,5,2.8,6.1,16,-3.3,NoRain
3.9,751.8,764.8,70,5,2.8,6.7,16,-1.1,NoRain
5,754.6,767.5,76,3,5,6.1,16,1.1,NoRain
5,755.8,768.7,79,4,1.1,5,16,1.7,NoRain
1.7,758,771.1,100,3,1.1,3.9,0.2,1.7,NoRain
2.2,758,771,100,0,1.1,7.8,0.8,2.2,NoRain
3.9,757,770,86,0,2.8,6.7,16,1.7,NoRain
6.7,754.8,767.7,71,4,5,7.8,16,1.7,NoRain
5,749,761.9,82,3,5,7.8,16,2.2,NoRain
7.2,741.2,754,83,4,6.1,7.8,16,4.4,NoRain
6.1,746.2,759,89,3,5.6,9.4,16,4.4,NoRain
7.2,739.5,752.1,86,0,4.4,7.2,16,5,NoRain
6.7,750.7,763.6,71,3,6.1,10.6,16,1.7,NoRain
7.8,752.8,765.7,71,3,7.2,9.4,16,2.8,NoRain
9.4,743.8,756.5,56,8,4.4,9.4,16,1.1,NoRain
10,747.7,760.6,59,8,4.4,10.6,16,2.2,NoRain
6.1,751,763.9,82,3,4.4,6.1,16,3.3,NoRain
8.3,750.5,763.3,50,3,3.9,10,16,-1.7,NoRain
4.4,752.5,765.6,73,4,-3.8,5.6,16,0,NoRain
0,752.5,765.7,88,2,-3.9,0.6,11,-1.7,NoRain
-2.2,752.8,765.9,88,0,-3.3,1.7,6,-3.9,NoRain
0,753.5,766.5,96,0,8.6,1.1,0.2,-0.6,NoRain
0,754.3,767.3,96,0,-1,1.7,3.2,-0.6,NoRain
0.6,755.3,768.3,96,2,-0.6,1.1,0.2,0,NoRain
0,755,768.1,96,2,-1.1,7.2,0.4,-0.6,NoRain
0,755.3,768.4,88,3,-2.1,5,16,-1.7,NoRain
5,755.5,768.6,73,2,-2.1,7.2,16,0.6,NoRain
3.3,757.8,770.9,76,2,-2.8,3.3,16,-0.6,NoRain
-0.6,757.6,770.6,89,2,-2.2,9.4,16,-2.2,NoRain
2.8,758,771.1,76,2,-1,7.2,16,-1.1,NoRain
7.2,758.3,771.2,56,2,-1,9.4,16,-1.1,NoRain
3.9,759.5,772.7,67,2,-1.7,3.9,16,-1.7,NoRain
-1.1,760,773.1,92,0,-1.1,9.4,16,-2.2,NoRain
3.3,760.6,773.6,76,6,-1,7.2,16,-0.6,NoRain
7.2,760.6,773.6,58,4,-1,9.4,16,-0.6,NoRain
3.9,760.8,774,65,6,0,3.9,16,-2.2,NoRain
1.1,759.5,772.6,85,4,-1.1,7.2,16,-1.1,NoRain
2.8,758,771.1,62,4,1.1,5.6,16,-3.9,NoRain
5.6,757,770.1,45,6,1.1,7.2,16,-5.6,NoRain
3.3,756.5,769.6,55,7,0,3.9,16,-5,NoRain
1.7,754.6,767.4,61,4,1.1,6.7,16,-5,NoRain
3.3,752,765,60,5,3.3,6.1,16,-3.9,NoRain
3.9,746.5,759.4,93,2,0.6,4.4,3.2,2.8,NoRain
0.6,747.7,760.5,89,3,0,10,14,-1.1,NoRain
4.4,749,761.9,77,2,1.7,8.3,16,0.6,NoRain
8.3,750.3,763,59,3,1.7,10,16,0.6,NoRain
6.1,752.8,765.7,65,3,1.7,6.1,16,0,NoRain
2.2,754.3,767.2,79,4,1.7,8.9,16,-1.1,NoRain
3.3,756.1,769.2,76,5,1.7,7.2,16,-0.6,NoRain
7.2,757.3,770.4,61,5,1.7,8.9,16,0,NoRain
4.4,759.3,772.4,68,5,0.6,4.4,16,-1.1,NoRain
2.2,759.3,772.4,79,4,1.7,8.3,16,-1.1,NoRain
3.9,760.3,773.4,79,5,1.1,7.2,16,0.6,NoRain
7.2,761.5,774.7,61,4,1.1,8.3,16,0,NoRain
3.9,763.3,776.4,86,4,0.6,4.4,16,1.7,NoRain
1.7,761.5,774.6,96,4,1.1,8.9,0.4,1.1,NoRain
4.4,759.1,771.9,77,2,3.9,6.7,16,0.6,NoRain
6.7,755,768.1,63,5,5.6,15.2,16,0,NoRain
8.3,755.8,768.8,71,5,6.1,8.9,16,3.3,NoRain
7.8,756.5,769.6,71,4,8.6,7.8,16,2.8,NoRain
6.7,753.8,766.6,73,6,6.1,13.3,16,2.2,NoRain
5,753,766,73,5,1.7,5,16,0.6,NoRain
2.2,752.8,765.7,89,3,2.2,8.9,16,0.6,NoRain
3.9,749.5,762.3,89,3,3.9,8.3,16,2.2,NoRain
8.3,745.3,758,71,0,2.8,8.9,16,3.3,NoRain
5.6,758,770.9,76,5,5,11.1,16,1.7,NoRain
7.2,758.5,771.5,74,4,6.7,10,16,2.8,NoRain
9.4,757.6,770.5,61,5,8.3,15.2,16,2.2,NoRain
9.4,756.8,769.6,71,6,8.6,10,16,4.4,NoRain
9.4,752,764.8,71,7,3.9,10,16,4.4,NoRain
6.1,756.3,769.2,93,4,5.6,7.8,9,5,NoRain
5.6,754.8,767.6,96,2,3.9,10,0.4,5,NoRain
6.7,752.8,765.7,89,0,6.7,8.9,16,5,NoRain
11.1,753.3,766,80,3,8.3,13.9,16,7.8,NoRain
13.9,755.5,768.4,67,3,8.3,15.6,16,7.8,NoRain
8.3,757.6,770.5,97,2,8.3,11.7,8,7.8,NoRain
8.9,757,769.9,89,2,7.2,10.6,16,7.2,NoRain
10,753.3,766,86,5,7.2,10,16,7.8,NoRain
7.2,753.5,766.3,83,2,3.3,10,16,4.4,NoRain
10,754,766.9,63,2,3.3,10,16,3.3,NoRain
7.2,754.6,767.4,74,2,3.3,7.2,16,2.8,NoRain
3.3,754,766.9,89,2,3.3,10.6,16,1.7,NoRain
6.1,753.8,766.6,89,3,5.6,10.6,16,4.4,NoRain
9.4,746.8,759.5,86,3,9.4,12.2,16,7.2,NoRain
12.2,741.7,754.3,80,7,11.7,15.6,16,8.9,NoRain
15.6,745.5,758.1,72,5,12.2,17.2,16,10.6,NoRain
12.8,749.8,762.4,87,5,12.2,13.9,16,10.6,NoRain
14.4,751.5,764.2,84,5,11.7,14.4,16,11.7,NoRain
12.2,750,762.7,93,5,12.2,13.9,16,11.1,NoRain
11.7,748.5,761.1,83,2,7.8,14.4,16,8.9,NoRain
14.4,748.8,761.5,78,2,7.8,16.1,16,10.6,NoRain
11.7,750,762.8,86,2,8.3,12.2,16,9.4,NoRain
9.4,750.5,763.3,93,4,7.8,12.2,4.8,8.3,NoRain
11.7,751,763.8,86,2,11.1,13.9,16,9.4,NoRain
9.4,746.8,759.4,86,4,9.4,12.2,16,7.2,NoRain
9.4,749.2,762,90,4,9.4,12.8,8,7.8,NoRain
10,751,763.8,89,4,7.2,12.8,12,8.3,NoRain
12.8,752.2,765,69,5,7.2,12.8,16,7.2,NoRain
11.1,754.6,767.2,77,0,7.2,11.1,16,7.2,NoRain
7.8,755.3,768.1,93,0,7.2,16.1,11,6.7,NoRain
10.6,756.8,769.5,80,3,8.9,15,16,7.2,NoRain
15,756.3,769,56,4,8.9,16.1,16,6.1,NoRain
13.3,757,769.8,72,3,8.9,13.3,16,8.3,NoRain
9.4,755.8,768.4,93,0,8.9,16.1,9,8.3,NoRain
11.7,753.3,766,89,3,8.3,12.8,16,10,NoRain
9.4,753.5,766.3,90,0,8.9,17.8,14,7.8,NoRain
12.2,754.8,767.6,80,2,11.1,17.2,16,8.9,NoRain
17.2,755.8,768.5,58,3,11.1,17.8,16,8.9,NoRain
15.6,757.3,769.9,78,3,11.1,15.6,16,11.7,NoRain
11.1,755.5,768.2,89,2,11.1,17.2,16,9.4,NoRain
16.7,750.3,762.9,75,2,13.9,17.2,16,12.2,NoRain
13.9,749.5,762.1,93,2,12.8,15.2,8,12.8,NoRain
13.9,747,759.7,90,2,11.7,15.6,11,12.2,NoRain
12.8,746.2,758.8,90,0,12.2,20,12,11.1,NoRain
13.9,746.5,759.1,74,3,10,18.9,16,9.4,NoRain
18.9,746.5,759.1,52,0,10,20,16,8.9,NoRain
14.4,748.5,761.2,75,2,8.9,14.4,16,10,NoRain
10,749,761.5,83,0,10,21.1,16,7.2,NoRain
13.3,749.2,762,70,2,8.6,15.2,16,7.8,NoRain
13.9,751.5,764.3,74,3,9.4,13.9,16,9.4,NoRain
10,751.8,764.5,93,6,9.4,15,1.6,8.9,NoRain
11.1,752.8,765.4,86,6,9.4,13.9,16,8.9,NoRain
13.9,753.5,766.4,74,4,9.4,15,16,9.4,NoRain
10,755.8,768.6,93,5,9.4,16.7,12,8.9,NoRain
10,756.3,769,89,3,10,16.1,16,8.3,NoRain
15.6,756.1,768.8,70,4,12.2,16.7,16,10,NoRain
18.3,752.2,764.9,66,4,10.6,18.3,16,11.7,NoRain
15.6,752.2,765.1,72,6,10.6,15.6,16,10.6,NoRain
11.1,751.3,764.1,86,2,10.6,17.8,16,8.9,NoRain
13.9,751.8,764.4,72,0,12.2,16.7,16,8.9,NoRain
16.7,753.8,766.3,58,2,12.2,17.8,16,8.3,NoRain
15,755.3,767.9,72,3,10.6,15,16,10,NoRain
12.2,753.3,766,87,4,12.2,21.1,16,10,NoRain
13.9,748.3,760.9,83,2,12.8,18.9,16,11.1,NoRain
15.6,750,762.5,90,2,13.9,18.9,16,13.9,NoRain
18.3,751.5,764.2,78,2,13.9,18.9,16,14.4,NoRain
15,753.3,765.8,90,0,13.3,15.6,3.2,13.3,NoRain
15,754.3,766.9,90,0,13.9,16.1,16,13.3,NoRain
14.4,752,764.8,84,2,10.6,16.7,16,11.7,NoRain
16.7,751.3,763.9,70,3,10.6,18.3,16,11.1,NoRain
15.6,750.5,763,70,4,10,15.6,16,10,NoRain
11.7,747.7,760.4,86,0,10.6,23.3,16,9.4,NoRain
13.9,747,759.6,74,0,10,22.8,16,9.4,NoRain
22.2,746.5,759.1,48,3,10,23.3,16,10.6,NoRain
16.7,747.3,760,65,2,9.4,16.7,16,10,NoRain
10.6,747,759.7,86,2,10,22.8,16,8.3,NoRain
15.6,746.8,759.3,58,6,10.6,21.7,16,7.2,NoRain
21.7,746.8,759.2,46,3,10.6,22.8,16,9.4,NoRain
16.1,749,761.5,56,7,10,16.7,16,7.2,NoRain
11.1,749.8,762.3,86,2,10.6,19.4,16,8.9,NoRain
13.9,750.3,763,58,2,11.1,18.3,16,5.6,NoRain
18.3,750.5,763.2,47,6,11.1,19.4,16,6.7,NoRain
